RefSeq_accession_number,gene_symbol,gene_name,AO_A12D,C8_A131,BH_A18Q,C8_A130,C8_A138,E2_A154,C8_A12L,A2_A0EX,A7_A0CE,AN_A04A
NP_057259,C5ORF45,UPF0544 protein C5orf45 isoform 1,-1,-1,0,0,0,-0.11,-1.66,0.55,0,0
NP_113618,RILP,rab-interacting lysosomal protein,0,1,0,0,0,0,0,0,0,0
NP_056303,PNKD,probable hydrolase PNKD isoform 1 precursor,0,2,-2,-1,3,-1.99,-0.58,-0.03,0,0
NP_072094,PNKD,probable hydrolase PNKD isoform 2,0,2,-2,-2,3,-1.99,-0.58,-0.03,0,0
NP_002198,ITGA9,integrin alpha-9 precursor,0,0,0,0,-1,-1.22,0,0,0,0
NP_775823,C3ORF58,deleted in autism protein 1 isoform a precursor,0,0,4,1,0,0,-0.19,-1.53,0,0
NP_079541,TSEN2,tRNA-splicing endonuclease subunit Sen2 isoform 1,1,0,-2,3,1,-0.68,-0.21,-0.49,0,0
NP_001005463,EBF3,transcription factor COE3,0,0,0,0,1,1.44,-0.5,0.84,0,0
NP_076870,EBF1,transcription factor COE1,0,0,0,0,1,1.44,-0.5,0.84,0,0
NP_001103984,EBF4,transcription factor COE4,0,0,-1,0,1,1.44,-0.19,0.22,0,0
NP_060565,KBTBD4,kelch repeat and BTB domain-containing protein 4 isoform a,-1,-1,-1,0,2,0.6,-0.52,-0.16,0,0
NP_056315,C2CD2,C2 domain-containing protein 2 isoform 1 precursor,-1,-1,-2,1,1,-0.99,0,0,0,0
NP_003255,TLR2,toll-like receptor 2 precursor,0,0,0,0,0,0,1.39,0.04,0,0
NP_001073946,ODZ3,teneurin-3,2,1,-5,3,0,-3.42,-1.67,1.11,0,0
NP_055068,ODZ1,teneurin-1 isoform 3,2,4,-2,2,0,1.6,-0.38,-1.52,0,0
NP_001116151,ODZ2,teneurin-2,1,1,-5,3,0,-3.42,0,0,0,0
NP_079163,DHDDS,dehydrodolichyl diphosphate synthase isoform 2,0,0,-2,1,0,0,1.38,-1.44,0,0
NP_000228,LPL,lipoprotein lipase precursor,-7,-3,-1,-1,-4,4.02,0.94,-1.57,0,0
NP_079037,MOBKL2B,MOB kinase activator 3B,0,1,0,0,2,-6.75,-0.56,0.92,0,0
NP_919268,SASS6,spindle assembly abnormal protein 6 homolog,-2,-3,-1,0,2,-0.67,0.23,-0.72,0,0
NP_001035859,CEP63,centrosomal protein of 63 kDa isoform b,1,1,0,0,0,-0.41,-0.08,-0.24,0,0
NP_112573,TCF7L1,transcription factor 7-like 1,0,0,1,0,0,2.18,-0.22,1.17,0,0
NP_067547,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase family member 5 precursor,-2,0,-1,2,-2,-2.02,-4.21,-3.17,0,0
NP_001161937,MAP7D2,MAP7 domain-containing protein 2 isoform 1,1,1,-2,6,0,-0.55,-3.66,-4.72,0,0
NP_899228,NA,neuroblastoma breakpoint family member 11,2,-1,-4,1,3,-0.35,-3.19,3.04,0,0
NP_060410,NBPF10,neuroblastoma breakpoint family member 1,2,0,-4,1,2,-0.5,-4.24,2.75,0,0
XP_003960241,NA,PREDICTED: neuroblastoma breakpoint family member 14-like,0,0,-4,1,3,-0.35,-4.24,2.75,0,0
NP_078928,LRRK1,leucine-rich repeat serine/threonine-protein kinase 1,0,0,2,-1,0,0.56,3.11,0.93,0,0
NP_055572,MAML1,mastermind-like protein 1,0,-1,-5,2,1,0.23,0,0.28,0,0
NP_001180353,NA,histone-lysine N-methyltransferase SUV39H2 isoform 1,0,0,-1,0,0,0,0.11,-0.92,0,0
NP_066934,RECK,reversion-inducing cysteine-rich protein with Kazal motifs precursor,0,0,-6,-1,1,0,-0.98,3.17,0,0
NP_689645,NA,rho GTPase-activating protein 42,2,2,0,0,2,-0.95,0.06,1.85,0,0
NP_056980,ZMYND10,zinc finger MYND domain-containing protein 10,-2,0,0,0,7,2,0,0,0,0
NP_001053,TCN1,transcobalamin-1 precursor,-2,6,-4,-5,-8,-0.82,5.04,-0.03,0,0
NP_002886,RBL1,retinoblastoma-like protein 1 isoform a,0,0,0,0,0,0,-1.41,-0.72,0,0
NP_699196,TAPT1,transmembrane anterior posterior transformation protein 1 homolog,1,1,0,0,0,-2.59,-0.36,-1.84,0,0
NP_075383,JMJD4,jmjC domain-containing protein 4 isoform 1,0,0,-1,0,0,-1.74,0.69,-0.07,0,0
NP_001002901,FCRLB,Fc receptor-like B precursor,-2,0,-4,-3,-8,-1.08,0,0,0,0
NP_071329,KLK14,kallikrein-14 preproprotein,0,0,1,-2,0,0,0,0,0,0
NP_060774,PRR11,proline-rich protein 11,0,0,0,0,0,-3.92,0.82,-0.75,0,0
NP_001156946,ZNF746,zinc finger protein 746 isoform 1,-8,2,0,1,-4,-0.19,-0.95,1.1,0,0
NP_733787,ZNF398,zinc finger protein 398 isoform a,0,0,1,1,-1,-0.29,-0.61,1.7,0,0
NP_001182149,NA,protein ZNF783,0,0,0,2,-1,2.19,-0.61,1.7,0,0
NP_036388,ZNF212,zinc finger protein 212,0,0,0,2,-1,2.19,-0.61,1.7,0,0
NP_000795,FOLR3,folate receptor gamma precursor,2,2,1,-1,0,-1.87,-3.07,1.07,0,0
NP_061833,GNMT,glycine N-methyltransferase,-4,-2,0,0,0,0,0,0,0,0
NP_060687,EDEM2,ER degradation-enhancing alpha-mannosidase-like protein 2 isoform 1 precursor,0,0,2,-1,0,0.67,1.35,-0.72,0,0
NP_116115,PLCD4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4",-1,0,0,-1,0,0,0,0,0,0
NP_056049,GPR116,probable G-protein coupled receptor 116 precursor,-2,2,1,1,0,0.96,-0.8,-0.9,0,0
NP_542382,MED30,mediator of RNA polymerase II transcription subunit 30,0,-1,1,1,0,-0.01,-0.68,0.33,0,0
NP_001258594,NA,ribosome biogenesis protein NSA2 homolog isoform 2,3,3,-5,1,0,0,1.83,-0.7,0,0
NP_004144,ORC1L,origin recognition complex subunit 1 isoform 1,0,0,0,0,0,-2.46,-0.14,-0.68,0,0
NP_001258523,NA,sestrin-3 isoform 2,0,0,1,1,0,0,-1.36,3.11,0,0
NP_060678,ETNK2,ethanolamine kinase 2,0,0,-2,1,0,-0.72,-1.28,1.35,0,0
NP_003556,ULK1,serine/threonine-protein kinase ULK1,-4,13,-1,1,-2,2.2,0,0,0,0
NP_878907,P4HA3,prolyl 4-hydroxylase subunit alpha-3 precursor,0,2,-2,0,0,-0.46,-0.61,1.89,0,0
NP_000050,BRCA2,breast cancer type 2 susceptibility protein,1,1,1,-1,1,1.42,0.35,-0.83,0,0
NP_891549,TICAM1,TIR domain-containing adapter molecule 1,-1,2,-1,0,-1,1.96,1.98,0.79,0,0
NP_060411,C17ORF80,uncharacterized protein C17orf80 isoform a,-1,-1,0,0,1,-1.73,-1.4,0.12,0,0
NP_064577,C7ORF36,yae1 domain-containing protein 1,-1,1,-3,1,-1,0.64,0.88,-0.54,0,0
NP_001119800,LNX1,E3 ubiquitin-protein ligase LNX isoform a,2,2,-1,-1,4,-0.04,2.69,-0.23,0,0
NP_835465,GSDMA,gasdermin-A,1,-3,0,0,0,2.31,1.24,-1.34,0,0
NP_085143,DUSP16,dual specificity protein phosphatase 16,6,-2,-1,-2,0,-2.36,-1.18,-2.72,0,0
NP_001243224,NA,protein C-ets-2 isoform 2,0,0,1,1,0,0.43,2.26,3.48,0,0
NP_689648,AMDHD1,probable imidazolonepropionase,0,0,-1,-1,-2,-0.71,0,0,0,0
NP_001107593,CHEK1,serine/threonine-protein kinase Chk1 isoform 1,-1,1,-1,-2,0,0,2.97,-0.76,0,0
NP_443131,GPRIN1,G protein-regulated inducer of neurite outgrowth 1,2,0,0,0,0,0,0,0,0,0
NP_057529,PLEK2,pleckstrin-2,0,0,-1,-1,2,-0.52,0,0,0,0
NP_003640,DDO,D-aspartate oxidase isoform a,-1,-2,-1,-1,-2,-0.66,0,0,0,0
NP_940820,BBS9,protein PTHB1 isoform 2,0,0,-1,-1,0,-0.68,-0.11,2.31,0,0
NP_001889,CST1,cystatin-SN precursor,0,0,-2,1,0,2.59,2.12,1.63,0,0
NP_078843,HMBOX1,homeobox-containing protein 1,-1,-1,0,-1,-3,4.25,-1.19,0.15,0,0
NP_003466,RASSF7,ras association domain-containing protein 7 isoform 1,1,1,0,0,2,-0.53,-0.13,-0.56,0,0
NP_005322,HBQ1,hemoglobin subunit theta-1,0,4,-3,-4,-3,-0.21,0,0,0,0
NP_001028260,NGRN,neugrin precursor,-1,0,0,0,0,-0.77,-0.09,-0.98,0,0
NP_078977,ASB13,ankyrin repeat and SOCS box protein 13,-3,-2,-2,2,-1,2.04,-2.04,-0.34,0,0
NP_079341,RPF1,ribosome production factor 1,0,0,-2,0,-1,0.11,-0.27,0.49,0,0
NP_115613,SGK196,probable inactive protein kinase-like protein SgK196,0,-1,0,0,0,-0.67,0.65,0.92,0,0
NP_001138,ANGPT2,angiopoietin-2 isoform a precursor,0,0,0,0,0,0,0,0,0,0
NP_945341,NAPEPLD,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,-2,0,0,-1,-2,0.61,0,0,0,0
NP_065833,KLHDC5,kelch-like protein 42,-1,1,-2,-2,-1,0.05,-1.56,-0.92,0,0
NP_891847,MLL5,histone-lysine N-methyltransferase MLL5,0,0,-1,0,1,1.02,-0.24,0.72,0,0
NP_113612,FAM110A,protein FAM110A,0,0,-1,-1,1,-2.31,-0.91,1.6,0,0
NP_079414,C13ORF23,proline and serine-rich protein 1,1,2,-2,2,0,0,-0.32,-0.97,0,0
NP_000223,SGCB,beta-sarcoglycan,1,1,-1,0,1,0.21,-1.42,4.14,0,0
NP_115548,USP42,ubiquitin carboxyl-terminal hydrolase 42,0,2,0,0,0,0.55,-7.94,0.15,0,0
NP_005032,PRF1,perforin-1 precursor,0,0,5,-1,-1,-1.98,-0.58,-1.95,0,0
NP_001073863,KIAA0146,uncharacterized protein KIAA0146,0,0,-1,3,-1,-1.09,0.31,-0.97,0,0
NP_068765,NA,BCL-6 corepressor-like protein 1,0,0,-1,2,-1,-0.83,-0.54,-1.65,0,0
NP_001177875,NA,protein FAM193B,0,0,-1,0,1,-2.06,0,0,0,0
NP_060134,ANKRD10,ankyrin repeat domain-containing protein 10,0,0,0,0,0,1.46,1.56,0.84,0,0
NP_443158,PNMA5,paraneoplastic antigen-like protein 5,-5,0,0,0,0,1.49,2.44,1.35,0,0
NP_115605,SLITRK6,SLIT and NTRK-like protein 6 precursor,-3,1,0,0,-2,4.65,0,0,0,0
NP_003185,TBP,TATA-box-binding protein isoform 1,-1,-1,0,1,1,-1.1,0,0,0,0
NP_950248,TBPL2,TATA box-binding protein-like protein 2,0,-2,1,1,1,-0.31,0,0,0,0
NP_116205,CCDC123,centrosomal protein of 89 kDa,3,3,-7,1,1,-0.08,-0.5,1.37,0,0
NP_055724,VASH1,vasohibin-1,-2,-2,-1,0,0,0,-0.4,0.58,0,0
NP_079030,PTCD2,"pentatricopeptide repeat-containing protein 2, mitochondrial",0,-1,-5,0,1,-1.02,-1.71,-1.47,0,0
NP_001129245,SPATA2,spermatogenesis-associated protein 2,4,0,-1,0,1,-1.46,-2.61,-1.63,0,0
NP_003789,CTNNAL1,alpha-catulin,-2,1,3,0,-2,-4.22,0,0,0,0
NP_071398,PRDM15,PR domain zinc finger protein 15 isoform 1,3,-1,0,0,2,0.43,0.96,1.04,0,0
NP_001228,CCNA2,cyclin-A2,-1,2,0,1,0,0,1.42,-2.21,0,0
NP_680544,C9ORF23,ribonuclease P protein subunit p25-like protein,0,0,0,1,0,0.76,-0.85,0.1,0,0
NP_055022,CD5,T-cell surface glycoprotein CD5 precursor,0,0,3,0,0,0,-1.63,1.43,0,0
NP_061331,SLC25A40,solute carrier family 25 member 40,0,1,0,0,0,0,0,0,0,0
NP_056052,KIAA1107,uncharacterized protein KIAA1107,2,0,1,0,2,-3.84,-1.94,-0.33,0,0
NP_003984,CLK2,dual specificity protein kinase CLK2,2,0,-4,-1,-3,0.87,0.99,-0.81,0,0
NP_079335,C6ORF97,coiled-coil domain-containing protein 170,0,0,-2,3,3,2.49,0,0,0,0
NP_055476,FAM53B,protein FAM53B,0,0,0,2,0,-1.43,-0.75,-0.54,0,0
NP_056164,KIAA0240,GLTSCR1-like protein,-1,-2,1,0,0,0,0,0,0,0
NP_653177,COQ10A,"coenzyme Q-binding protein COQ10 homolog A, mitochondrial isoform a",-3,-1,-1,-3,3,2.68,1.13,-0.71,0,0
NP_060795,C9ORF72,protein C9orf72 isoform a,0,0,0,-2,-1,0.17,0.44,-0.62,0,0
NP_387467,HELB,DNA helicase B,2,0,0,0,0,0,0,0,0,0
NP_001186802,NA,"beta-1,4-galactosyltransferase 3",4,1,-1,-1,1,-4.43,1.21,-2.17,0,0
NP_001158087,FZD6,frizzled-6 isoform a precursor,0,0,-11,1,0,0,0.14,-0.42,0,0
NP_075060,CENPH,centromere protein H,0,0,0,1,0,-1.33,0.36,-1.55,0,0
NP_997215,ERICH1,glutamate-rich protein 1,0,-1,-2,0,-1,0.34,-2.24,-1.45,0,0
NP_115606,C12ORF26,methyltransferase-like protein 25,-1,0,2,1,3,1.73,-0.72,-0.45,0,0
NP_004813,NTN1,netrin-1 precursor,-1,2,0,2,4,-2.59,-4.65,-3.37,0,0
NP_859052,QSOX2,sulfhydryl oxidase 2 precursor,0,0,1,-1,0,-0.81,1.6,-0.47,0,0
NP_001011663,PCGF6,polycomb group RING finger protein 6 isoform a,-2,0,0,0,0,0.44,-0.5,-1.37,0,0
NP_065876,CRAMP1L,protein cramped-like,1,1,0,1,0,-4.24,0.19,2.07,0,0
NP_115731,MON1A,vacuolar fusion protein MON1 homolog A isoform a,1,0,0,0,2,-3.75,0,0,0,0
NP_001599,ACADL,"long-chain specific acyl-CoA dehydrogenase, mitochondrial precursor",0,0,-11,-1,0,0,0,0,0,0
NP_478066,FAM3B,protein FAM3B isoform a precursor,0,0,0,-1,5,-0.86,4.05,-0.24,0,0
NP_000557,NA,high affinity immunoglobulin gamma Fc receptor I precursor,0,0,-2,-1,2,-5.68,-1.71,-0.9,0,0
NP_002399,MGAT2,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",0,1,0,0,0,-0.54,0,0,0,0
NP_004415,E4F1,transcription factor E4F1,0,0,-4,0,0,0.22,0,0,0,0
NP_001127666,ACPP,prostatic acid phosphatase isoform TM-PAP precursor,3,4,0,0,0,0.6,2.73,-0.53,0,0
NP_612476,TYW3,tRNA wybutosine-synthesizing protein 3 homolog isoform 1,-1,-1,-1,0,0,0,-0.37,2.12,0,0
NP_004798,HS6ST1,heparan-sulfate 6-O-sulfotransferase 1,0,0,-3,1,0,0,0.7,0.88,0,0
XP_003960581,NA,PREDICTED: heparan-sulfate 6-O-sulfotransferase 3,0,0,1,0,2,-0.35,0,0,0,0
NP_073749,ARMCX5,armadillo repeat-containing X-linked protein 5,1,1,1,2,0,0.52,-0.28,0.71,0,0
NP_000103,SLC26A2,sulfate transporter,-2,-2,7,0,1,2.2,0,0,0,0
NP_057506,RNF141,RING finger protein 141,0,1,-1,-1,-1,-0.02,-0.86,-0.85,0,0
NP_009052,NR1H2,oxysterols receptor LXR-beta isoform 1,0,0,1,1,0,0.34,-0.11,-0.7,0,0
NP_001123573,NR1H3,oxysterols receptor LXR-alpha isoform 2,0,0,1,1,-1,0.36,0.36,-2.84,0,0
NP_001230072,NA,nucleolar and spindle-associated protein 1 isoform 5,-1,1,-1,0,1,-2.88,-0.82,-1.71,0,0
NP_057443,NUSAP1,nucleolar and spindle-associated protein 1 isoform 1,-1,1,-1,0,1,-2.88,-0.23,-1.67,0,0
NP_079133,ATAD5,ATPase family AAA domain-containing protein 5,1,0,-2,0,1,-6.07,-1.15,-0.21,0,0
NP_055228,EIF2AK1,eukaryotic translation initiation factor 2-alpha kinase 1 isoform a,0,0,-4,0,0,0.61,1.58,-1.11,0,0
NP_065139,CD177,CD177 antigen precursor,-1,6,0,0,0,0,0.29,-0.39,0,0
NP_003498,FZD7,frizzled-7 precursor,2,1,-1,-1,2,-2.44,-2.37,1.91,0,0
NP_001457,FZD2,frizzled-2 precursor,2,1,0,1,2,-2.44,-1.74,2.19,0,0
NP_127490,ZWINT,ZW10 interactor isoform a,0,0,-1,1,0,-1.96,0.51,-0.47,0,0
NP_001229338,NA,GRB2-associated and regulator of MAPK protein isoform 1,0,0,-6,0,3,-5.82,0.35,0.93,0,0
NP_000073,ERCC8,DNA excision repair protein ERCC-8,0,2,0,0,0,0,0,0,0,0
NP_001034933,ACBD7,acyl-CoA-binding domain-containing protein 7,-2,0,-2,1,-1,0.43,0,0,0,0
NP_001265239,NA,dnaJ homolog subfamily B member 14 isoform 2,1,-1,0,0,0,-2.28,-1.37,-2.18,0,0
NP_068713,AXL,tyrosine-protein kinase receptor UFO isoform 1 precursor,0,0,0,0,0,-0.3,0.43,-0.32,0,0
NP_071450,XYLT2,xylosyltransferase 2,0,1,-1,0,0,-0.24,0,0,0,0
NP_543026,STK35,serine/threonine-protein kinase 35,-1,0,-1,0,0,0,-1.18,0.06,0,0
NP_057437,ZDHHC2,palmitoyltransferase ZDHHC2,4,1,0,0,4,-4.58,0.33,0.71,0,0
NP_001156002,C1ORF113,SH3 domain-containing protein 21 isoform 1,0,0,-3,1,4,-3.72,-1,1.91,0,0
NP_037416,POLM,DNA-directed DNA/RNA polymerase mu,1,2,-1,1,2,1.83,-0.42,-0.18,0,0
NP_001438,FAT2,protocadherin Fat 2 precursor,1,-1,-1,0,0,-0.25,-2.14,-1.27,0,0
NP_056276,ZNF521,zinc finger protein 521,0,0,0,0,0,0,0,0,0,0
NP_004737,DLGAP1,disks large-associated protein 1 isoform 1,-4,-3,1,-1,0,0,0,0,0,0
NP_671728,ANKRD18A,ankyrin repeat domain-containing protein 18A,0,0,-3,-1,1,-0.54,-1.07,-0.41,0,0
NP_001107,ADCY9,adenylate cyclase type 9,0,0,0,0,0,0,0,0,0,0
NP_065835,TXNDC16,thioredoxin domain-containing protein 16 isoform 1 precursor,0,0,3,1,-1,0.53,0,0,0,0
NP_997219,ZNF467,zinc finger protein 467,0,0,-1,0,2,-3.68,0,0,0,0
NP_001258867,NA,multiple epidermal growth factor-like domains protein 8 isoform 1 precursor,1,0,-1,1,0,-3.53,-2.23,-0.08,0,0
NP_000915,PDE1B,"calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B isoform 1",0,0,0,0,0,-3.04,-0.66,-0.03,0,0
NP_001159447,PDE1B,"calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B isoform 2",0,0,0,0,0,1.35,-0.25,1.2,0,0
NP_056190,DSTYK,dual serine/threonine and tyrosine protein kinase isoform 1,0,0,-7,1,2,-6.12,0.1,-0.92,0,0
NP_061921,ASNSD1,asparagine synthetase domain-containing protein 1,0,0,0,0,0,1.03,0.87,-0.99,0,0
NP_775872,GXYLT1,glucoside xylosyltransferase 1 isoform 1,0,0,0,1,0,-0.47,0.8,-0.36,0,0
NP_078924,C17ORF101,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 isoform 1,1,2,0,-1,1,-0.45,0,0,0,0
NP_787098,C17ORF101,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 isoform 2,1,2,0,-1,1,-0.45,0,0,0,0
NP_001436,FABP6,gastrotropin isoform 2,0,0,-1,4,-1,3.87,1.8,-1.82,0,0
NP_004156,RRAD,GTP-binding protein RAD,0,0,1,-1,0,-9.72,4.64,0.64,0,0
NP_073594,CCDC14,coiled-coil domain-containing protein 14,0,0,-5,-2,4,-3.56,0,0,0,0
NP_000205,JAG1,protein jagged-1 precursor,0,0,0,0,1,-0.05,1.18,0.44,0,0
NP_004443,ESRRB,steroid hormone receptor ERR2,-3,-1,0,-1,-3,0.46,1.38,-2.56,0,0
NP_001017420,ESCO2,N-acetyltransferase ESCO2,0,0,-2,-2,0,0,1.16,-0.38,0,0
NP_005864,RGS19,regulator of G-protein signaling 19,0,3,0,0,-1,0.86,0.2,0.9,0,0
NP_001159894,HDAC8,histone deacetylase 8 isoform 5,0,0,-1,-1,0,0,-0.26,-2.17,0,0
NP_060797,SPTLC3,serine palmitoyltransferase 3,2,1,-1,1,3,-4.39,-1.45,-0.41,0,0
NP_001093148,LRRC58,leucine-rich repeat-containing protein 58,0,0,-3,-3,0,-0.4,-1.04,-0.16,0,0
NP_001107648,AEBP2,zinc finger protein AEBP2 isoform b,1,2,0,0,-3,-8.91,0.5,-2.48,0,0
NP_001182760,NA,WD repeat-containing protein 65 isoform a,0,0,0,1,1,-0.85,-0.76,-1.41,0,0
NP_001107595,ELK1,ETS domain-containing protein Elk-1 isoform a,0,0,0,1,-1,0.08,0.6,-0.36,0,0
NP_113601,CECR2,cat eye syndrome critical region protein 2,4,-1,0,0,0,-2.26,-1.58,-2.75,0,0
NP_057520,PHF20,PHD finger protein 20,0,0,0,0,3,-3.26,2.09,0.32,0,0
NP_003453,DNALI1,axonemal dynein light intermediate polypeptide 1,0,0,-3,1,1,-1.53,-3.32,1.5,0,0
NP_057098,FAM108B1,alpha/beta hydrolase domain-containing protein 17B isoform 1 precursor,0,0,0,0,0,-0.29,-1.09,0.65,0,0
NP_849144,IGSF10,immunoglobulin superfamily member 10 isoform 1 precursor,9,1,0,0,0,0,0,0,0,0
NP_112174,TRIM8,probable E3 ubiquitin-protein ligase TRIM8,3,0,-1,-1,0,1.3,-0.03,1.47,0,0
NP_001136024,DCHS2,protocadherin-23 isoform 2,3,-4,2,2,0,0,0,0,0,0
XP_001717815,NA,PREDICTED: ankyrin repeat domain-containing protein 36B isoform 1,0,2,0,-1,0,-3.26,-4.94,-4.48,0,0
NP_001157787,NA,ankyrin repeat domain-containing protein 36A,1,2,0,-1,0,-2.86,-4.94,-4.48,0,0
XP_003119912,NA,PREDICTED: ankyrin repeat domain-containing protein 36A,0,2,0,-1,0,-2.86,-4.94,-4.48,0,0
XP_003960344,NA,PREDICTED: LOW QUALITY PROTEIN: ankyrin repeat domain-containing protein 36A,1,1,0,-1,0,-3.26,-4.94,-4.48,0,0
XP_003960355,NA,PREDICTED: LOW QUALITY PROTEIN: ankyrin repeat domain-containing protein 36B,1,1,1,-1,0,-6.38,-5.44,-4.91,0,0
NP_006867,NA,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase",0,-1,-1,-1,2,1.93,0,0,0,0
NP_001265358,NA,leukocyte immunoglobulin-like receptor subfamily B member 4 isoform 4,-2,4,0,-1,1,-1.68,0,0,0,0
NP_001265356,NA,leukocyte immunoglobulin-like receptor subfamily B member 4 isoform 2 precursor,-2,4,0,-1,1,-1.68,0,0,0,0
NP_001075106,LILRB1,leukocyte immunoglobulin-like receptor subfamily B member 1 isoform 2 precursor,2,1,1,3,-4,0.63,0,0,0,0
NP_006856,NA,leukocyte immunoglobulin-like receptor subfamily A member 3 isoform 1 precursor,0,3,0,0,0,0,-1.16,-0.95,0,0
NP_001074919,LILRB3,leukocyte immunoglobulin-like receptor subfamily B member 3 isoform 1 precursor,0,3,-13,1,0,0,-1.8,-2.42,0,0
NP_079203,PLEKHH3,pleckstrin homology domain-containing family H member 3 precursor,1,2,0,1,0,0,0.67,0.6,0,0
NP_789744,PIGN,GPI ethanolamine phosphate transferase 1,0,0,1,0,3,-1.51,0,0,0,0
NP_061817,C21ORF45,protein Mis18-alpha,-2,1,-2,-1,3,-1.84,0.18,-1.77,0,0
NP_653201,C16ORF63,lisH domain-containing protein FOPNL,-2,3,-3,0,1,0.9,0,0,0,0
NP_071894,RAB17,ras-related protein Rab-17,-2,-1,-2,-4,-1,0.09,-1.96,-1.87,0,0
NP_001124336,PWWP2A,PWWP domain-containing protein 2A isoform b,1,1,2,0,0,0,-0.48,0.39,0,0
NP_003755,STX11,syntaxin-11,1,1,-3,-1,0,0,-2.35,-1.73,0,0
NP_057461,NA,A-kinase anchor protein 7 isoform gamma isoform gamma,-2,3,0,5,0,0,-0.09,-2.46,0,0
NP_079231,FOXRED2,FAD-dependent oxidoreductase domain-containing protein 2 precursor,0,1,1,0,0,0,0,0,0,0
NP_079526,TTYH3,protein tweety homolog 3,2,8,0,0,0,0,3.11,-1.06,0,0
NP_112490,NA,alpha/beta hydrolase domain-containing protein 17A isoform 1,0,0,0,0,1,1.3,-1.35,0.27,0,0
NP_055812,KLHDC10,kelch domain-containing protein 10,0,0,-2,1,2,0.91,0,0,0,0
NP_001238911,NA,calcipressin-3 isoform 4,0,0,-1,0,0,0.48,-1.58,0.71,0,0
NP_115656,ZCCHC9,zinc finger CCHC domain-containing protein 9,0,0,0,1,0,0,-1.83,0.05,0,0
NP_001541,IFRD1,interferon-related developmental regulator 1 isoform 1,1,-1,-1,0,0,-2.05,0.44,-0.8,0,0
NP_061993,NA,protocadherin beta-8 precursor,2,2,-1,-1,-3,-5.19,0,0,0,0
NP_061758,PCDHB15,protocadherin beta-15 precursor,0,0,-1,-1,-1,-4.9,0,0,0,0
NP_061760,PCDHB3,protocadherin beta-3 precursor,0,0,-1,-1,-3,-5.19,0,0,0,0
NP_061759,PCDHB2,protocadherin beta-2 precursor,0,0,-1,-1,-3,-5.19,-0.08,1.12,0,0
NP_061763,PCDHB7,protocadherin beta-7 precursor,0,0,1,-1,-1,-1.72,0,0,0,0
NP_061756,PCDHB13,protocadherin beta-13 precursor,0,0,-2,-1,-3,-5.19,-1.59,-5.83,0,0
NP_061761,PCDHB4,protocadherin beta-4 precursor,0,0,-1,-1,-1,-4.9,3.63,0.19,0,0
NP_061754,PCDHB11,protocadherin beta-11 precursor,0,0,-1,-1,-3,-5.19,0,0,0,0
NP_056484,PCDHB5,protocadherin beta-5 precursor,0,0,-2,-1,-3,-5.19,-4.36,-4.86,0,0
NP_001555,ING2,inhibitor of growth protein 2,0,0,-1,1,0,0,-0.43,0.54,0,0
NP_001074011,FBF1,fas-binding factor 1,0,0,-5,0,0,-6.26,-2.79,-1.01,0,0
NP_000900,NPY1R,neuropeptide Y receptor type 1,0,0,-8,-6,0,0,0,0,0,0
NP_620153,MITD1,MIT domain-containing protein 1,2,2,0,-1,-1,0.14,0.24,0.02,0,0
NP_004692,CCNB2,G2/mitotic-specific cyclin-B2,0,3,-1,-1,-2,-0.42,-0.7,1.5,0,0
NP_005946,MTF1,metal regulatory transcription factor 1,0,1,-1,1,0,0,-0.19,0.12,0,0
NP_071927,GZF1,GDNF-inducible zinc finger protein 1,0,0,-1,0,0,0,-3.02,-3.22,0,0
NP_689920,SLC25A16,graves disease carrier protein,1,-1,-1,0,1,1.04,0,0,0,0
NP_001153777,SETD6,N-lysine methyltransferase SETD6 isoform a,-2,2,0,0,0,0,-0.31,-2.21,0,0
NP_079411,FHOD3,FH1/FH2 domain-containing protein 3,0,-1,-8,0,0,0,-0.76,0.44,0,0
NP_640339,TSTD2,thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2,1,1,-1,0,0,-1.48,0.12,0.52,0,0
NP_665805,ZNF511,zinc finger protein 511,-1,0,-1,1,0,0.65,-1,-0.84,0,0
NP_036547,RAD54B,DNA repair and recombination protein RAD54B isoform 1,0,0,-3,1,0,0,0,0,0,0
NP_001018864,IQCB1,IQ calmodulin-binding motif-containing protein 1 isoform a,0,0,0,1,0,1.04,-0.53,-2.33,0,0
NP_037431,NA,SAC3 domain-containing protein 1,1,1,0,1,1,-0.96,0.25,-0.59,0,0
NP_573438,NA,receptor-type tyrosine-protein phosphatase U isoform 2 precursor,-1,0,0,0,0,1.37,1.46,0.51,0,0
NP_982293,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2 isoform 1,2,1,0,0,2,-2.05,0,-1.2,0,0
